accession_no,ticker,cik,filed_at,filing_date,item_codes,body_keywords,direction,direction_confidence,direction_source,t0_close,t1_close,t5_close,next_day_return,five_day_return,label_t1,label_t5
0001104659-25-107014,INVA,0001080014,2025-11-05,2025-11-05,2.02|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,18.23,20.58,22.28,0.12891,0.22216,A_long,A_long
0001104659-25-074730,INVA,0001080014,2025-08-06,2025-08-06,2.02|9.01,convertible_debt_issuance|fda_approval,long,0.85,body_keywords,18.25,18.46,20.61,0.01151,0.12932,B_long,A_long
0001104659-25-051614,INVA,0001080014,2025-05-21,2025-05-21,5.07,,,0.0,,18.95,18.82,19.49,-0.00686,0.0285,neutral,B_long
0001104659-25-045556,INVA,0001080014,2025-05-07,2025-05-07,2.02|9.01,convertible_debt_issuance,,0.0,,18.74,18.58,18.01,-0.00854,-0.03895,neutral,A_short
0001104659-25-017461,INVA,0001080014,2025-02-26,2025-02-26,2.02|9.01,convertible_debt_issuance,,0.0,,17.9,17.55,17.61,-0.01955,-0.0162,B_short,B_short
0001104659-24-114800,INVA,0001080014,2024-11-06,2024-11-06,2.02|9.01,convertible_debt_issuance,,0.0,,19.92,20.0,20.1,0.00402,0.00904,neutral,neutral
0001104659-24-084357,INVA,0001080014,2024-07-31,2024-07-31,2.02|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,18.84,19.29,18.14,0.02389,-0.03716,B_long,A_short
0001104659-24-073416,INVA,0001080014,2024-06-20,2024-06-20,5.07,,,0.0,,16.07,15.9,16.2,-0.01058,0.00809,B_short,neutral
0001104659-24-060280,INVA,0001080014,2024-05-13,2024-05-13,7.01|9.01,buyback_authorized|fda_approval,long,0.85,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-24-058747,INVA,0001080014,2024-05-08,2024-05-08,2.02|9.01,convertible_debt_issuance,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001193125-24-123033,INVA,0001080014,2024-04-30,2024-04-30,5.02|9.01,,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-24-029378,INVA,0001080014,2024-02-29,2024-02-29,2.02|9.01,convertible_debt_issuance,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-114509,INVA,0001080014,2023-11-06,2023-11-06,7.01|9.01,,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-113410,INVA,0001080014,2023-11-01,2023-11-01,2.02|9.01,convertible_debt_issuance,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-095406,INVA,0001080014,2023-08-25,2023-08-25,5.02|7.01|9.01,restate,short,0.85,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-088390,INVA,0001080014,2023-08-07,2023-08-07,3.01,delisting_notice,short,0.8,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-086806,INVA,0001080014,2023-08-02,2023-08-02,2.02|9.01,convertible_debt_issuance|fda_approval,long,0.85,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-079823,INVA,0001080014,2023-07-11,2023-07-11,5.02|7.01|9.01,,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-064192,INVA,0001080014,2023-05-24,2023-05-24,7.01|9.01,buyback_authorized|fda_approval,long,0.85,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-063704,INVA,0001080014,2023-05-24,2023-05-24,5.07,,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-057825,INVA,0001080014,2023-05-09,2023-05-09,2.02|9.01,convertible_debt_issuance,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001193125-23-128122,INVA,0001080014,2023-05-01,2023-05-01,5.02|7.01|9.01,,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-026810,INVA,0001080014,2023-02-28,2023-02-28,2.02|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-23-000897,INVA,0001080014,2023-01-04,2023-01-04,5.02|5.03|9.01,restate,short,0.85,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-22-116491,INVA,0001080014,2022-11-09,2022-11-09,2.02|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0000899140-22-000705,INVA,0001080014,2022-09-14,2022-09-14,7.01|9.01,convertible_debt_issuance|partnership_strategic,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-22-093694,INVA,0001080014,2022-08-23,2022-08-23,8.01|9.01,material_adverse_change|partnership_strategic,short,0.7,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001193125-22-226123,INVA,0001080014,2022-08-22,2022-08-22,2.01|8.01|9.01,restate,short,0.85,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-22-083169,INVA,0001080014,2022-07-27,2022-07-27,2.02|9.01,convertible_debt_issuance|definitive_agreement_acquisition,long,0.7,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001140361-22-026440,INVA,0001080014,2022-07-20,2022-07-20,1.01,,long,0.5,item_codes,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001140361-22-025945,INVA,0001080014,2022-07-13,2022-07-13,1.01|8.01|9.01,material_adverse_change|partnership_strategic,short,0.7,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001140361-22-025724,INVA,0001080014,2022-07-11,2022-07-11,2.01|8.01|9.01,partnership_strategic|restate,short,0.85,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001140361-22-025657,INVA,0001080014,2022-07-11,2022-07-11,1.01|8.01|9.01,definitive_agreement_acquisition|material_adverse_change|partnership_strategic|tender_offer_received,long,0.85,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001140361-22-020321,INVA,0001080014,2022-05-24,2022-05-24,1.01|8.01|9.01,definitive_agreement_acquisition|restate|tender_offer_received,long,0.85,body_keywords,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0000899140-22-000493,INVA,0001080014,2022-05-02,2022-05-02,5.02|9.01,,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0000899140-22-000487,INVA,0001080014,2022-04-29,2022-04-29,5.07,,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001104659-22-051406,INVA,0001080014,2022-04-28,2022-04-28,2.02|9.01,convertible_debt_issuance|partnership_strategic,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0000899140-22-000449,INVA,0001080014,2022-04-07,2022-04-07,7.01|9.01,convertible_debt_issuance|partnership_strategic,,0.0,,16.19,16.11,16.13,-0.00494,-0.00371,neutral,neutral
0001193125-26-206354,TSLX,0001508655,2026-05-05,2026-05-05,2.02|7.01|9.01,,,0.0,,19.6,17.91,17.63,-0.08622,-0.10051,A_short,A_short
0001193125-26-063983,TSLX,0001508655,2026-02-23,2026-02-23,5.02|7.01|8.01|9.01,,,0.0,,17.97,18.1,17.64,0.00723,-0.01836,neutral,B_short
0001193125-26-048683,TSLX,0001508655,2026-02-12,2026-02-12,2.02|7.01|9.01,,,0.0,,20.12,19.23,18.19,-0.04423,-0.09592,A_short,A_short
0001193125-25-264683,TSLX,0001508655,2025-11-04,2025-11-04,2.02|5.02|5.03|7.01|9.01,restate,short,0.85,body_keywords,22.32,21.85,21.32,-0.02106,-0.0448,B_short,A_short
0000950170-25-100212,TSLX,0001508655,2025-07-30,2025-07-30,2.02|7.01|9.01,,,0.0,,23.66,24.28,24.0,0.0262,0.01437,B_long,B_long
0001193125-25-155492,TSLX,0001508655,2025-07-03,2025-07-03,5.02,,,0.0,,24.37,23.94,24.33,-0.01764,-0.00164,B_short,neutral
0001193125-25-143661,TSLX,0001508655,2025-06-20,2025-06-20,5.07,,,0.0,,23.16,22.87,23.77,-0.01252,0.02634,B_short,B_long
0001193125-25-125842,TSLX,0001508655,2025-05-23,2025-05-23,5.07,,,0.0,,22.59,22.98,23.18,0.01726,0.02612,B_long,B_long
0000950170-25-061026,TSLX,0001508655,2025-04-30,2025-04-30,2.02|7.01|9.01,,,0.0,,20.76,20.56,20.86,-0.00963,0.00482,neutral,neutral
0001193125-25-049877,TSLX,0001508655,2025-03-07,2025-03-07,1.01|2.03,restate,short,0.85,body_keywords,22.62,22.54,21.79,-0.00354,-0.03669,neutral,A_short
0001193125-25-042556,TSLX,0001508655,2025-02-28,2025-02-28,1.01|9.01,at_the_market_offering|issue_and_sell_shares|material_adverse_change|restate|shelf_takedown|underwritten_offering,short,0.85,body_keywords,23.51,23.35,22.62,-0.00681,-0.03786,neutral,A_short
0001193125-25-035142,TSLX,0001508655,2025-02-25,2025-02-25,1.01|2.03|8.01|9.01,covenant_violation|material_adverse_change|restate|shelf_takedown,short,0.85,body_keywords,23.18,23.26,22.78,0.00345,-0.01726,neutral,B_short
0000950170-25-019865,TSLX,0001508655,2025-02-13,2025-02-13,2.02|5.02|7.01|9.01,restate,short,0.85,body_keywords,22.47,22.96,23.47,0.02181,0.0445,B_long,A_long
0000950170-24-121446,TSLX,0001508655,2024-11-05,2024-11-05,2.02|7.01|9.01,,,0.0,,20.19,20.26,20.38,0.00347,0.00941,neutral,neutral
0000950170-24-088547,TSLX,0001508655,2024-07-31,2024-07-31,2.02|7.01|9.01,,,0.0,,20.87,20.84,20.31,-0.00144,-0.02683,neutral,B_short
0001193125-24-147073,TSLX,0001508655,2024-05-24,2024-05-24,5.07,,,0.0,,21.69,21.59,21.93,-0.00461,0.01106,neutral,B_long
0000950170-24-051245,TSLX,0001508655,2024-05-01,2024-05-01,2.02|7.01|9.01,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-24-118156,TSLX,0001508655,2024-04-26,2024-04-26,1.01|2.03,restate,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-24-088475,TSLX,0001508655,2024-04-05,2024-04-05,8.01|9.01,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-24-059275,TSLX,0001508655,2024-03-05,2024-03-05,8.01|9.01,material_adverse_change|restate|shelf_takedown,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0000950170-24-015849,TSLX,0001508655,2024-02-15,2024-02-15,2.02|7.01|9.01,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-24-008558,TSLX,0001508655,2024-01-16,2024-01-16,1.01|2.03|8.01|9.01,covenant_violation|material_adverse_change|restate|shelf_takedown,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0000950170-23-058338,TSLX,0001508655,2023-11-02,2023-11-02,2.02|7.01|9.01,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-23-212327,TSLX,0001508655,2023-08-14,2023-08-14,1.01|2.03|9.01,covenant_violation|restate|shelf_takedown,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-23-209093,TSLX,0001508655,2023-08-10,2023-08-10,8.01|9.01,material_adverse_change|restate|shelf_takedown,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0000950170-23-037948,TSLX,0001508655,2023-08-03,2023-08-03,2.02|7.01|9.01,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-23-187256,TSLX,0001508655,2023-07-14,2023-07-14,5.02|5.03|9.01,restate,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-23-165451,TSLX,0001508655,2023-06-13,2023-06-13,1.01|2.03,restate,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-23-165276,TSLX,0001508655,2023-06-12,2023-06-12,8.01|9.01,restate|shelf_takedown,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-23-155431,TSLX,0001508655,2023-05-26,2023-05-26,5.07,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-23-144982,TSLX,0001508655,2023-05-15,2023-05-15,8.01|9.01,material_adverse_change|restate|shelf_takedown,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-23-141378,TSLX,0001508655,2023-05-11,2023-05-11,7.01,shelf_takedown,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001564590-23-007071,TSLX,0001508655,2023-05-08,2023-05-08,2.02|7.01|9.01,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-23-069135,TSLX,0001508655,2023-03-13,2023-03-13,7.01|9.01,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001564590-23-002010,TSLX,0001508655,2023-02-16,2023-02-16,2.02|7.01|9.01,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001564590-22-036056,TSLX,0001508655,2022-11-01,2022-11-01,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-22-210132,TSLX,0001508655,2022-08-02,2022-08-02,7.01|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001564590-22-027466,TSLX,0001508655,2022-08-02,2022-08-02,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-22-187202,TSLX,0001508655,2022-07-01,2022-07-01,5.02,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-22-162469,TSLX,0001508655,2022-05-27,2022-05-27,5.07,,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001564590-22-017428,TSLX,0001508655,2022-05-03,2022-05-03,2.02|7.01|9.01,convertible_debt_issuance,,0.0,,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001193125-22-133581,TSLX,0001508655,2022-04-29,2022-04-29,1.01|2.03,restate,short,0.85,body_keywords,21.55,21.67,21.42,0.00557,-0.00603,neutral,neutral
0001777835-26-000040,PWP,0001777835,2026-05-01,2026-05-01,2.02|5.02,buyback_authorized,long,0.7,body_keywords,20.61,19.35,18.38,-0.06114,-0.1082,A_short,A_short
0001777835-26-000034,PWP,0001777835,2026-04-13,2026-04-13,3.02,,short,0.5,item_codes,20.96,21.5,21.5,0.02576,0.02576,B_long,B_long
0001777835-26-000005,PWP,0001777835,2026-02-06,2026-02-06,2.02,buyback_authorized,long,0.7,body_keywords,23.26,24.34,21.48,0.04643,-0.07653,A_long,A_short
0001628280-26-001990,PWP,0001777835,2026-01-13,2026-01-13,5.02,,,0.0,,19.14,20.09,22.03,0.04963,0.15099,A_long,A_long
0001777835-25-000195,PWP,0001777835,2025-11-18,2025-11-18,3.02,restate,short,0.85,body_keywords,17.49,17.3,17.96,-0.01086,0.02687,B_short,B_long
0001777835-25-000183,PWP,0001777835,2025-11-07,2025-11-07,2.02,buyback_authorized,long,0.7,body_keywords,18.02,19.01,18.7,0.05494,0.03774,A_long,A_long
0001777835-25-000171,PWP,0001777835,2025-09-04,2025-09-04,3.02,restate,short,0.85,body_keywords,22.165,21.73,22.67,-0.01963,0.02278,B_short,B_long
0001777835-25-000139,PWP,0001777835,2025-08-01,2025-08-01,2.02|5.02,buyback_authorized,long,0.7,body_keywords,20.97,21.85,22.18,0.04196,0.0577,A_long,A_long
0001777835-25-000108,PWP,0001777835,2025-05-30,2025-05-30,5.07,,,0.0,,17.37,17.49,18.65,0.00691,0.07369,neutral,A_long
0001777835-25-000100,PWP,0001777835,2025-05-19,2025-05-19,3.02,restate,short,0.85,body_keywords,18.87,18.6,18.02,-0.01431,-0.04505,B_short,A_short
0001777835-25-000089,PWP,0001777835,2025-05-02,2025-05-02,2.02,buyback_authorized,long,0.7,body_keywords,17.59,16.94,17.68,-0.03695,0.00512,A_short,neutral
0001777835-25-000029,PWP,0001777835,2025-02-07,2025-02-07,2.02,buyback_authorized,long,0.7,body_keywords,24.39,24.26,23.83,-0.00533,-0.02296,neutral,B_short
0001777835-24-000194,PWP,0001777835,2024-11-19,2024-11-19,3.02,restate,short,0.85,body_keywords,25.41,24.99,25.59,-0.01653,0.00708,B_short,neutral
0001777835-24-000184,PWP,0001777835,2024-11-08,2024-11-08,2.02,buyback_authorized,long,0.7,body_keywords,24.43,25.48,25.25,0.04298,0.03357,A_long,A_long
0001777835-24-000161,PWP,0001777835,2024-09-10,2024-09-10,3.02,restate,short,0.85,body_keywords,17.88,17.52,18.86,-0.02013,0.05481,B_short,A_long
0001777835-24-000137,PWP,0001777835,2024-08-02,2024-08-02,2.02,buyback_authorized,long,0.7,body_keywords,17.85,17.25,17.74,-0.03361,-0.00616,A_short,neutral
0001777835-24-000114,PWP,0001777835,2024-05-23,2024-05-23,5.07,restate,short,0.85,body_keywords,15.48,15.93,15.44,0.02907,-0.00258,B_long,neutral
0001777835-24-000102,PWP,0001777835,2024-05-03,2024-05-03,2.02,buyback_authorized,long,0.7,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-24-000059,PWP,0001777835,2024-04-01,2024-04-01,1.01|9.01,material_adverse_change|restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001628280-24-008254,PWP,0001777835,2024-03-01,2024-03-01,1.01|3.02|9.01,issue_and_sell_shares|material_adverse_change|restate|shelf_takedown|underwritten_offering,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-24-000013,PWP,0001777835,2024-02-08,2024-02-08,2.02,buyback_authorized,long,0.7,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-24-000003,PWP,0001777835,2024-01-02,2024-01-02,1.01|9.01,restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000138,PWP,0001777835,2023-12-04,2023-12-04,3.02,restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000130,PWP,0001777835,2023-11-07,2023-11-07,2.02|9.01,buyback_authorized,long,0.7,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000124,PWP,0001777835,2023-09-06,2023-09-06,3.02,restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000111,PWP,0001777835,2023-08-03,2023-08-03,2.02,buyback_authorized,long,0.7,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000098,PWP,0001777835,2023-05-24,2023-05-24,5.07,,,0.0,,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000092,PWP,0001777835,2023-05-04,2023-05-04,2.02,buyback_authorized,long,0.7,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000081,PWP,0001777835,2023-04-14,2023-04-14,5.02,,,0.0,,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000048,PWP,0001777835,2023-03-07,2023-03-07,8.01,restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000043,PWP,0001777835,2023-03-02,2023-03-02,3.02,restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000014,PWP,0001777835,2023-02-23,2023-02-23,8.01,,,0.0,,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000011,PWP,0001777835,2023-02-21,2023-02-21,8.01|9.01,restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000008,PWP,0001777835,2023-02-17,2023-02-17,8.01,material_adverse_change|restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-23-000004,PWP,0001777835,2023-02-09,2023-02-09,2.02|8.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-22-000103,PWP,0001777835,2022-12-02,2022-12-02,3.02,restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-22-000091,PWP,0001777835,2022-11-03,2022-11-03,2.02|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-22-000086,PWP,0001777835,2022-09-26,2022-09-26,5.02|9.01,,,0.0,,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-22-000077,PWP,0001777835,2022-09-07,2022-09-07,3.02,restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001628280-22-023524,PWP,0001777835,2022-08-23,2022-08-23,1.01|3.03|5.07|8.01|9.01,,long,0.5,item_codes,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001628280-22-023310,PWP,0001777835,2022-08-19,2022-08-19,8.01|9.01,,,0.0,,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001628280-22-022911,PWP,0001777835,2022-08-15,2022-08-15,8.01|9.01,,,0.0,,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001628280-22-022447,PWP,0001777835,2022-08-11,2022-08-11,8.01|9.01,buyback_authorized|underwritten_offering,short,0.75,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-22-000060,PWP,0001777835,2022-08-04,2022-08-04,2.02|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001628280-22-019279,PWP,0001777835,2022-07-22,2022-07-22,8.01|9.01,,,0.0,,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-22-000049,PWP,0001777835,2022-06-02,2022-06-02,3.02,restate,short,0.85,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-22-000031,PWP,0001777835,2022-05-25,2022-05-25,5.07,,,0.0,,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001777835-22-000025,PWP,0001777835,2022-05-05,2022-05-05,2.02|9.01,buyback_authorized,long,0.7,body_keywords,14.96,14.95,16.06,-0.00067,0.07353,neutral,A_long
0001628280-26-014376,EYE,0001710155,2026-03-04,2026-03-04,2.02|9.01,buyback_authorized|convertible_debt_issuance|material_adverse_change,,0.0,,29.04,29.07,26.69,0.00103,-0.08092,neutral,A_short
0001104659-25-121608,EYE,0001710155,2025-12-16,2025-12-16,1.01|9.01,,long,0.5,item_codes,28.6,28.4,28.05,-0.00699,-0.01923,neutral,B_short
0001628280-25-049201,EYE,0001710155,2025-11-05,2025-11-05,2.02|9.01,convertible_debt_issuance,,0.0,,24.7,23.475,24.74,-0.0496,0.00162,A_short,neutral
0001710155-25-000042,EYE,0001710155,2025-08-06,2025-08-06,2.02|9.01,convertible_debt_issuance,,0.0,,23.88,24.17,23.22,0.01214,-0.02764,B_long,B_short
0001710155-25-000036,EYE,0001710155,2025-08-04,2025-08-04,5.02,,,0.0,,25.07,24.81,22.75,-0.01037,-0.09254,B_short,A_short
0001710155-25-000033,EYE,0001710155,2025-06-23,2025-06-23,5.07|9.01,,,0.0,,22.69,23.09,23.01,0.01763,0.0141,B_long,B_long
0001710155-25-000015,EYE,0001710155,2025-05-07,2025-05-07,2.02|9.01,convertible_debt_issuance,,0.0,,15.61,16.68,18.63,0.06855,0.19347,A_long,A_long
0001104659-25-040476,EYE,0001710155,2025-04-29,2025-04-29,5.02|7.01|9.01,,,0.0,,12.29,12.35,13.33,0.00488,0.08462,neutral,A_long
0001104659-25-024481,EYE,0001710155,2025-03-17,2025-03-17,1.01|5.02|7.01|9.01,material_adverse_change|restate,short,0.85,body_keywords,12.06,12.08,13.61,0.00166,0.12852,neutral,A_long
0001710155-25-000009,EYE,0001710155,2025-02-26,2025-02-26,2.02|9.01,convertible_debt_issuance|material_adverse_change,short,0.7,body_keywords,12.77,12.37,12.14,-0.03132,-0.04933,A_short,A_short
0001104659-25-004105,EYE,0001710155,2025-01-16,2025-01-16,2.02|5.02|7.01|9.01,material_adverse_change,short,0.7,body_keywords,10.75,10.8,11.3,0.00465,0.05116,neutral,A_long
0001710155-24-000057,EYE,0001710155,2024-11-06,2024-11-06,2.02|7.01|9.01,convertible_debt_issuance|material_adverse_change,short,0.7,body_keywords,11.89,11.63,11.07,-0.02187,-0.06897,B_short,A_short
0001104659-24-087777,EYE,0001710155,2024-08-09,2024-08-09,1.01|2.03|7.01|8.01|9.01,convertible_debt_issuance|material_adverse_change|restate,short,0.85,body_keywords,10.28,10.315,11.12,0.0034,0.08171,neutral,A_long
0001710155-24-000050,EYE,0001710155,2024-08-07,2024-08-07,2.02|9.01,convertible_debt_issuance|material_adverse_change,short,0.7,body_keywords,10.93,10.94,10.45,0.00091,-0.04392,neutral,A_short
0001710155-24-000046,EYE,0001710155,2024-08-01,2024-08-01,5.02|7.01|9.01,restate,short,0.85,body_keywords,13.58,13.2,10.94,-0.02798,-0.1944,B_short,A_short
